"fb_sci_name";"FB_nas";"FB_Importance";"FB_IUCN";"FB_UsedasBait";"FB_UsedforAquaculture";"FB_PriceCateg";"FB_Aquarium_I";"FB_Aquarium_II"
"Epinephelus longispinis";98;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Epinephelus macrospilos";94;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Epinephelus maculatus";87;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"public aquariums";"based mainly on capture"
"Epinephelus malabaricus";84;"highly commercial";"LC";"never/rarely";"commercial";"very high";"never/rarely";NA
"Epinephelus marginatus";64;"highly commercial";"VU";"never/rarely";"never/rarely";"very high";"never/rarely";" "
"Epinephelus melanostigma";95;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Epinephelus merra";81;"commercial";"LC";"never/rarely";"commercial";"very high";"public aquariums";"based mainly on capture"
"Epinephelus morio";59;"commercial";"VU";"never/rarely";"never/rarely";"medium";"public aquariums";NA
"Epinephelus multinotatus";77;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Epinephelus ongus";87;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";" "
"Epinephelus polyphekadion";82;"commercial";"VU";"never/rarely";"experimental";"very high";"never/rarely";NA
"Epinephelus quoyanus";93;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Epinephelus rivulatus";88;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Epinephelus socialis";96;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Epinephelus spilotoceps";102;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Epinephelus striatus";65;"commercial";"CR";"never/rarely";"never/rarely";"high";"public aquariums";NA
"Epinephelus tauvina";82;"minor commercial";"DD";"never/rarely";"commercial";"very high";"never/rarely";NA
"Epinephelus tukula";92;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Epinephelus undulatostriatus";101;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Equetus punctatus";90;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Eubalichthys bucephalus";222;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Eubalichthys caeruleoguttatus";225;NA;"DD";"never/rarely";"never/rarely";"unknown";NA;NA
"Eubalichthys cyanoura";235;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Eubalichthys gunnii";224;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Eubalichthys mosaicus";222;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Eucinostomus dowii";223;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Eupetrichthys angustipes";220;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Euthynnus affinis";59;"highly commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";" "
"Euthynnus lineatus";82;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Eutrigla gurnardus";68;"commercial";"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Eviota albolineata";217;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Eviota atriventris";112;NA;"LC";"never/rarely";"never/rarely";NA;"never/rarely";" "
"Eviota bifasciata";214;NA;"LC";NA;NA;"very high";"commercial";"based mainly on capture"
"Eviota bimaculata";233;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Eviota fasciola";210;NA;"LC";NA;NA;"very high";"commercial";"based mainly on capture"
"Eviota guttata";222;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Eviota hoesei";228;NA;"N.E.";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Eviota lachdeberei";123;NA;"LC";NA;NA;"very high";NA;NA
"Eviota latifasciata";220;NA;"LC";NA;NA;"very high";NA;NA
"Eviota melasma";122;NA;"LC";NA;NA;"very high";NA;NA
"Eviota mikiae";223;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Eviota nigriventris";133;NA;"DD";NA;NA;"very high";"commercial";"based mainly on capture"
"Eviota pellucida";117;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";NA
"Eviota prasites";127;NA;"LC";NA;NA;"very high";NA;NA
"Eviota raja";228;NA;"EN";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Eviota readerae";225;NA;"LC";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Eviota rubriceps";224;NA;"N.E.";"never/rarely";"never/rarely";NA;"never/rarely";" "
"Eviota sebreei";118;NA;"LC";NA;NA;"very high";NA;NA
"Eviota sigillata";114;NA;"LC";NA;NA;"very high";NA;NA
"Eviota storthynx";227;NA;"LC";NA;NA;"very high";NA;NA
"Eviota zebrina";125;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Evistias acutirostris";110;"commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Evynnis cardinalis";103;"commercial";"EN";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Exallias brevis";97;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Exyrias belissimus";114;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Favonigobius lateralis";221;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Ferdauia orthogrammus";90;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Foetorepus calauropomus";213;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";" "
"Forcipiger flavissimus";84;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Forcipiger longirostris";90;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Forsterygion capito";109;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Forsterygion flavonigrum";107;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Forsterygion gymnotum";211;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Forsterygion lapillum";103;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Forsterygion malcolmi";108;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Forsterygion maryannae";211;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Forsterygion varium";105;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Furcina osimae";236;NA;"N.E.";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Fusigobius duospilus";123;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Fusigobius inframaculatus";222;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Fusigobius melacron";221;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Fusigobius neophytus";96;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Fusigobius signipinnis";120;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";NA
"Gadus morhua";47;"highly commercial";"VU";"never/rarely";"commercial";"medium";"never/rarely";"based mainly on capture"
"Gasterosteus aculeatus";69;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"public aquariums";"based mainly on capture"
"Genicanthus caudovittatus";118;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Genicanthus lamarck";115;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Genicanthus semicinctus";218;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Genicanthus watanabei";114;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Genypterus tigerinus";203;"minor commercial";"N.E.";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Gerres cinereus";93;"minor commercial";"LC";"occasionally";"never/rarely";"medium";"never/rarely";NA
"Gerres equulus";136;NA;"N.E.";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Gerres subfasciatus";124;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Gillellus chathamensis";147;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Girella cyanea";127;NA;"N.E.";"never/rarely";"never/rarely";"unknown";NA;NA
"Girella elevata";111;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";" "
"Girella fimbriata";127;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Girella freminvillii";124;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Girella nigricans";84;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Girella punctata";106;"commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Girella simplicidens";120;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Girella tephraeops";127;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Girella tricuspidata";78;"commercial";"N.E.";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Girella zebra";120;"commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";" "
"Glaucosoma hebraicum";94;"commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Glaucosoma magnificum";115;"minor commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Glaucosoma scapulare";111;"commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";" "
"Glyptoparus delicatulus";100;NA;"LC";NA;"never/rarely";"unknown";"commercial";"based mainly on capture"
"Gnathanacanthus goetzeei";233;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Gnathanodon speciosus";77;"minor commercial";"LC";"never/rarely";"commercial";"high";"commercial";"based mainly on capture"
"Gnathodentex aureolineatus";101;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Gnatholepis anjerensis";113;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Gnatholepis cauerensis";113;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";NA
"Gnatholepis thompsoni";101;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Gobiesox woodsi";151;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Gobioclinus dendriticus";121;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Gobiodon citrinus";96;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Gobiodon heterospilos";222;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Gobiodon histrio";120;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Gobiodon okinawae";114;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Gobiodon quinquestrigatus";97;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Gobiodon spilophthalmus";225;NA;"DD";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Gobiosoma hildebrandi";256;NA;"VU";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Gobiosoma spilotum";253;NA;"EN";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Gobius bucchichi";94;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";NA
"Gobius cruentatus";106;NA;"LC";NA;NA;"very high";"commercial";"based mainly on capture"
"Gobius fallax";117;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Gobius niger";73;"of no interest";"LC";"never/rarely";"never/rarely";NA;"commercial";"based mainly on capture"
"Gobius paganellus";87;"minor commercial";"LC";NA;"never/rarely";"very high";"public aquariums";NA
"Gobius tetrophthalmus";242;NA;"VU";"never/rarely";"never/rarely";"very high";"never/rarely";" "
"Gobius xanthocephalus";214;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Gomphosus caeruleus";105;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Gomphosus varius";89;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Goniistius francisi";229;NA;"N.E.";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Goniistius gibbosus";123;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Goniistius plessisi";124;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Goniistius rubrolabiatus";128;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Goniistius vestitus";122;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Goniistius zebra";133;"commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Goniistius zonatus";122;"commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Gorgasia galzini";107;"of no interest";"LC";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Gracila albomarginata";94;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Gramma brasiliensis";120;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Gramma loreto";106;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Grammatorcynus bicarinatus";104;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Grammatorcynus bilineatus";89;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Grammistes sexlineatus";110;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Gunnellichthys monostigma";112;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Gymnocaesio gymnoptera";97;"minor commercial";"LC";"usually";"never/rarely";"unknown";"never/rarely";NA
"Gymnocanthus tricuspis";101;NA;"N.E.";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Gymnoclinus cristulatus";222;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Gymnocranius audleyi";105;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Gymnocranius euanus";94;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Gymnocranius microdon";110;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Gymnocrotaphus curvidens";221;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Gymnomuraena zebra";96;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Gymnosarda unicolor";84;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Gymnothorax annasona";138;NA;"LC";NA;"never/rarely";"medium";NA;NA
"Gymnothorax breedeni";116;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Gymnothorax castaneus";114;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Gymnothorax cribroris";126;NA;"LC";"never/rarely";"never/rarely";"medium";NA;NA
"Gymnothorax dovii";218;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Gymnothorax eurostus";116;NA;"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Gymnothorax favagineus";112;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"public aquariums";"based mainly on capture"
"Gymnothorax fimbriatus";96;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Gymnothorax flavimarginatus";103;"commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Gymnothorax funebris";87;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"public aquariums";NA
"Gymnothorax javanicus";95;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"medium";"public aquariums";"based mainly on capture"
"Gymnothorax meleagris";99;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Gymnothorax miliaris";96;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Gymnothorax moringa";83;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Gymnothorax nubilus";232;NA;"LC";NA;NA;"medium";NA;NA
"Gymnothorax obesus";231;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Gymnothorax panamensis";119;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Gymnothorax pictus";102;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Gymnothorax porphyreus";110;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";" "
"Gymnothorax prasinus";116;"of no interest";"LC";"never/rarely";"never/rarely";NA;"commercial";"based mainly on capture"
"Gymnothorax prionodon";125;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Gymnothorax thyrsoideus";92;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Gymnothorax undulatus";106;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
